card_name,qty,is_bulk,tcg_set_name,tcg_h,tcg_m,tcg_l,tcg_date
shed weakness,,TRUE,,,,,
sheer drop,2,,Battle for Zendikar,$1.14 ,$0.14 ,$0.01 ,7/7/2017 10:26
sheltered aerie,4,,,,,,
sheltering word,2,,,,,,
shield bearer,1,,,,,,
shield wall,,TRUE,,,,,
shielded passage,,TRUE,,,,,
shieldhide dragon,2,,,,,,
shieldmage elder,,TRUE,,,,,
shimmer myr,1,,,,,,
shimmering grotto,2,,,,,,
shipbreaker kraken,2,,,,,,
shipbreaker kraken (pf),1,,,,,,
shipwreck moray,1,,,,,,
shipwreck singer,3,,,,,,
shiv's embrace,2,,,,,,
shivan dragon,1,,,,,,
shivan reef,3,,,,,,
shock,4,,,,,,
shock troops,1,,,,,,
shockmaw dragon,4,,,,,,
shoreline raider,,TRUE,,,,,
shoreline ranger,,TRUE,,,,,
shoulder to shoulder,2,,,,,,
show of valor,,TRUE,,,,,
shower of coals,,TRUE,,,,,
showstopper,2,,,,,,
shrapnel blast,3,,,,,,
shredding winds,,TRUE,,,,,
shrewd hatchling,2,,,,,,
shriek of dread,,TRUE,,,,,
shriekgeist,3,,,,,,
shrieking affliction,2,,,,,,
shrike harpy,,TRUE,,,,,
shrine of boundless growth,,TRUE,,,,,
shrine of the forsaken gods,2,,Battle for Zendikar,$3.40 ,$0.49 ,$0.10 ,7/7/2017 10:26
shrivel,2,,,,,,
sibsig host,,TRUE,,,,,
sibsig icebreakers,,TRUE,,,,,
sibsig muckdraggers,,TRUE,,,,,
sickle ripper,,TRUE,,,,,
sidisi's faithful,4,,,,,,
sidisi's pet,,TRUE,,,,,
"sidisi, brood tyrant",3,,,,,,
siege behemoth,1,,,,,,
siege dragon,2,,,,,,
siege mastodon,,TRUE,,,,,
siege wurm,1,,,,,,
siegecraft,,TRUE,,,,,
sifter of skulls,1,,,,,,
"sigarda, heron's grace",1,,,,,,
sight beyond sight,1,,,,,,
sight of the scalelords,1,,,,,,
sightless brawler,,TRUE,,,,,
sightless ghoul,0,,,,,,
sightless ghoul,,TRUE,,,,,
sigil blessing,2,,,,,,
sigil of the empty throne,3,,,,,,
sigil of valor,1,,,,,,
sigiled skink,,TRUE,,,,,
sigiled starfish,4,,,,,,
sigiled starfish (f),1,,,,,,
sign in blood,1,,,,,,
signal the clans,2,,,,,,
silburlind snapper,,TRUE,,,,,
silence the believer,1,,,,,,
silent artisan,,TRUE,,,,,
silent departure,4,,,,,,
silent observer,,TRUE,,,,,
silent sentinel,1,,,,,,
silent sentinel (f),1,,,,,,
silent skimmer,,TRUE,Battle for Zendikar,$1.14 ,$0.14 ,$0.01 ,7/7/2017 10:26
silent specter,1,,,,,,
silkenfist order,,TRUE,,,,,
silklash spider,1,,,,,,
silkwing scout,1,,,,,,
silkwrap,1,,,,,,
silmugar monument,3,,,,,,
silumgar's command,1,,,,,,
silumgar's scorn,1,,,,,,
silumgar assassin,1,,,,,,
silumgar butcher,,TRUE,,,,,
silumgar sorcerer,2,,,,,,
silumgar spell-eater,2,,,,,,
silver-inlaid dagger,1,,,,,,
silver construct,,TRUE,,,,,
silver drake,,TRUE,,,,,
silver knight,2,,,,,,
silver myr,1,,,,,,
silverchase fox,1,,,,,,
silverclaw griffin,,TRUE,,,,,
silvercoat lion,,TRUE,,,,,
silverfur partisan,1,,,,,,
simic charm,2,,,,,,
simic cluestone,4,,,,,,
simic fluxmage,2,,,,,,
simic growth chamber,1,,,,,,
simic guildgate,29,,,,,,
simic initiate,1,,,,,,
simic keyrune,2,,,,,,
simic manipulator,1,,,,,,
simic ragworm,1,,,,,,
simic signet,1,,,,,,
simic sky swalloer,1,,,,,,
"simlumgar, the drifting death",2,,,,,,
simplify,1,,,,,,
sin collector,5,,,,,,
sin prodder,1,,,,,,
singe,,TRUE,,,,,
singing bell strike,2,,,,,,
sinister concoction,0,,,,,,
sinister possession,,TRUE,,,,,
sip of hemlock,,TRUE,,,,,
sire of insanity,2,,,,,,
sire of stagnation,,,Battle for Zendikar,$5.54 ,$0.86 ,$0.35 ,7/7/2017 10:26
siren of the fanged coast,3,,,,,,
siren of the silent song,1,,,,,,
siren song lyre,,TRUE,,,,,
sisters of the flame,1,,,,,,
skaab goliath,3,,,,,,
skarrg goliath,1,,,,,,
skarrg guildmage,1,,,,,,
"skarrg, the rage pits",1,,,,,,
skarrgan skybreaker,,TRUE,,,,,
skeletal crocodile,,TRUE,,,,,
skeleton key,2,,,,,,
skin invasion,,TRUE,,,,,
skinthinner,,TRUE,,,,,
skirge familiar,1,,,,,,
skirsdag cultist,,TRUE,,,,,
skirsdag flayer,3,,,,,,
skitterskin,,TRUE,Battle for Zendikar,$1.21 ,$0.20 ,$0.01 ,7/7/2017 10:26
skull rend,4,,,,,,
skullclamp,1,,,,,,
skulltap,1,,,,,,
sky diamond,0,,,,,,
sky scourer,,TRUE,,,,,
sky skiff,1,,,,,,
skybind,2,,,,,,
skyblinder staff,4,,,,,,
skyhunter skirmisher,1,,,,,,
skyknight legionnaire,2,,,,,,
skylasher,1,,,,,,
skyline cascade,7,,Battle for Zendikar,$1.15 ,$0.15 ,$0.03 ,7/7/2017 10:26
skyline predator,,TRUE,,,,,
skymark roc,2,,,,,,
skyraker giant,,TRUE,,,,,
skyreaping,3,,,,,,
skyrider elf,3,,Battle for Zendikar,$1.35 ,$0.22 ,$0.01 ,7/7/2017 10:26
skyscribing,1,,,,,,
skyshroud claim,3,,,,,,
skyshroud falcon,,TRUE,,,,,
skysnare spider,,TRUE,,,,,
skyspear cavalry,,TRUE,,,,,
skywing aven,,TRUE,,,,,
skywise teachings,1,,,,,,
slab hammer,,,Battle for Zendikar,$1.21 ,$0.20 ,$0.01 ,7/7/2017 10:26
slagstorm,1,,,,,,
slagwurm armor,2,,,,,,
slaughter drone,,TRUE,,,,,
slaughterhorn,2,,,,,,
slay,,TRUE,,,,,
slayer's plate,2,,,,,,
slayer's stronghold,1,,,,,,
slayer of the wicked,,TRUE,,,,,
sleep,0,,,,,,
sleep paralysis,,TRUE,,,,,
sleight of hand,1,,,,,,
slice and dice,1,,,,,,
slice in twain,1,,,,,,
slime molding,1,,,,,,
slingbow trap,,TRUE,,,,,
slip through space,0,,,,,,
slippery karst,2,,,,,,
slithermuse,1,,,,,,
sliver construct,0,,,,,,
sliver hive,1,,,,,,
sliver hivelord,1,,,,,,
sludge crawler,,,Battle for Zendikar,$1.14 ,$0.14 ,$0.02 ,7/7/2017 10:26
sluiceway scorpion,3,,,,,,
slum reaper,3,,,,,,
slum reaper,,TRUE,,,,,
slumbering dragon,1,,,,,,
smash to smithereens,6,,,,,,
smelt,4,,,,,,
smelt-warden gatekeepers,4,,,,,,
smite,4,,,,,,
smite the monstrous,5,,Battle for Zendikar,$1.14 ,$0.14 ,$0.01 ,7/7/2017 10:26
smoke,1,,,,,,
smoke teller,,TRUE,,,,,
smokebraider,1,,,,,,
smoldering crater,1,,,,,,
smoldering efreet,,TRUE,,,,,
smoldering marsh,1,,Battle for Zendikar,$19.99 ,$2.28 ,$1.10 ,7/7/2017 10:26
smothering abomination,,,Battle for Zendikar,$1.99 ,$0.33 ,$0.09 ,7/7/2017 10:26
snake of the golden grove,,TRUE,,,,,
snap,1,,,,,,
snapping gnarlid,,TRUE,Battle for Zendikar,$1.14 ,$0.14 ,$0.01 ,7/7/2017 10:26
snarling undorak,,TRUE,,,,,
sneaky homunculus,,TRUE,,,,,
snowhorn rider,,TRUE,,,,,
soaring seacliff,1,,,,,,
sol ring,0,,,,,,
solemn offering,5,,,,,,
solemn simulacrum,1,,,,,,
solidarity,2,,,,,,
solidarity of heroes,4,,,,,,
solitary hunter,,TRUE,,,,,
somberwald alpha,2,,,,,,
somberwald dryad,,TRUE,,,,,
somberwald stag,1,,,,,,
somberwald vigilante,,TRUE,,,,,
sonic seizure,,TRUE,,,,,
"sorin, grim nemesis",1,,,,,,
soul barrier,2,,,,,,
soul manipulation,1,,,,,,
soul of new phyrexia,1,,,,,,
soul of ravnica,1,,,,,,
soul of the harvest,0,,,,,,
soul of theros,1,,,,,,
soul of zendikar,4,,,,,,
soul parry,,TRUE,,,,,
soul ransom,1,,,,,,
soul seizer,1,,,,,,
soul summons,3,,,,,,
soul swallower,1,,,,,,
soul tithe,3,,,,,,
soul warden,5,,,,,,
soulcage fiend,3,,,,,,
soulcatchers' aerie,1,,,,,,
soulmender,4,,,,,,
soulsworn jury,1,,,,,,
soulsworn spirit,1,,,,,,
sovereigns of lost alara,1,,,,,,
spare from evil,2,,,,,,
spark creativity,1,,,,,,
spark jolt,4,,,,,,
spark spray,,TRUE,,,,,
sparkmage's gambit,,TRUE,,,,,
sparksmith,1,,,,,,
spawn of rix maadi,3,,,,,,
spawn of thraxes,3,,,,,,
spawnbinder mage,,TRUE,,,,,
spawning bed,,,Battle for Zendikar,$1.41 ,$0.20 ,$0.05 ,7/7/2017 10:26
spawning grounds,0,,,,,,
spear of heliod,2,,,,,,
spearpoint oread,4,,,,,,
species gorger,4,,,,,,
specter's shroud,1,,,,,,
spectra ward,2,,,,,,
spectral procession,3,,,,,,
spectral rider,,TRUE,,,,,
spectral shepherd,2,,,,,,
spell blast,3,,,,,,
spell rupture,1,,,,,,
spell shrivel,4,,Battle for Zendikar,$1.14 ,$0.15 ,$0.05 ,7/7/2017 10:26
spellbound dragon,1,,,,,,
spellbreaker behemoth,2,,,,,,
spellgorger barbarian,,TRUE,,,,,
spellheart chimera,3,,,,,,
sphere of reason,,TRUE,,,,,
sphere of safety,2,,,,,,
sphinx's disciple,4,,,,,,
sphinx's tutelage,0,,,,,,
sphinx of jwar isle,2,,,,,,
sphinx of magosi,2,,,,,,
sphinx of the final word,2,,,,,,
sphinx of uthuun,0,,,,,,
spidersilk net,3,,,,,,
spiderwig boggart,,TRUE,,,,,
spidery grasp,,TRUE,,,,,
spike jester,4,,,,,,
spiked baloth,,TRUE,,,,,
spiketail hatchling,1,,,,,,
spine of ish sah,1,,,,,,
spined wurm,,TRUE,,,,,
spinning darkness,,TRUE,,,,,
spire golem,1,,,,,,
spire tracer,3,,,,,,
spirespine,2,,,,,,
spirit bonds,1,,,,,,
spirit of the labyrinth,1,,,,,,
spiritual asylum,1,,,,,,
spite of mogis,5,,,,,,
spitebellows,1,,,,,,
spiteful blow,,TRUE,,,,,
spiteful motives,,TRUE,,,,,
spiteful motives,,TRUE,,,,,
spiteful returned,,TRUE,,,,,
spiteful shadows,,TRUE,,,,,
spiteful visions,1,,,,,,
spitting earth,1,,,,,,
spitting gourna,,TRUE,,,,,
splatter thug,4,,,,,,
splendid agony,,TRUE,,,,,
spore frog,1,,,,,,
sporemound,4,,,,,,
spreading seas,2,,,,,,
springleaf drum,0,,,,,,
sprinting warbrute,,TRUE,,,,,
sprite noble,1,,,,,,
sprouting vines,1,,,,,,
spurnmage advocate,1,,,,,,
spy network,1,,,,,,
squelch,0,,,,,,
squelching leeches,2,,,,,,
squirrel nest,1,,,,,,
stab wound,4,,,,,,
staff of nin,0,,,,,,
staff of the death magus,4,,,,,,
staff of the flame magus,4,,,,,,
staff of the mind magus,3,,,,,,
staff of the mind magus (f),1,,,,,,
staff of the sun magus,4,,,,,,
staff of the wild magus,4,,,,,,
stain the mind,1,,,,,,
stalking drone,,TRUE,,,,,
stallion of ashmouth,1,,,,,,
stallion of ashmouth,,TRUE,,,,,
stalwart aven,,TRUE,,,,,
stampede,,TRUE,,,,,
stampeding elk herd,4,,,,,,
standing troops,,TRUE,,,,,
starfall,,TRUE,,,,,
starlight invoker,,TRUE,,,,,
starlit sanctum,1,,,,,,
starstorm,1,,,,,,
start your engines,1,,,,,,
stasis snare,,,Battle for Zendikar,$2.70 ,$0.79 ,$0.21 ,7/7/2017 10:26
statis snare,1,,,,,,
statue of denial,4,,,,,,
staunch-hearted warrior,,TRUE,,,,,
steal artifact,3,,,,,,
stealer of secrets,2,,,,,,
steam augury,4,,,,,,
steel hellkite,1,,,,,,
steel leaf paladin,,TRUE,,,,,
steel wall,0,,,,,,
steel wall,,TRUE,,,,,
steelform sliver,2,,,,,,
steeple roc,,TRUE,,,,,
stensia bloodhall,1,,,,,,
stensia masquerade,3,,,,,,
steppe glider,,TRUE,,,,,
stern constable,,TRUE,,,,,
stern mentor,2,,,,,,
stitched drake,1,,,,,,
stitched mangler,,TRUE,,,,,
stitcher geralf,2,,,,,,
stitchwing skaab,1,,,,,,
stoic builder,3,,,,,,
stoic rebuttal,1,,,,,,
stoke the flames,2,,,,,,
stolen identity,2,,,,,,
stone-seeder hierophant,1,,,,,,
stone giant,,TRUE,,,,,
stone haven medic,,TRUE,Battle for Zendikar,$1.14 ,$0.14 ,$0.01 ,7/7/2017 10:26
stone kavu,,TRUE,,,,,
stone quarry,1,,,,,,
stone rain,4,,,,,,
stonefare crocodile,,TRUE,,,,,
stoneforge acolyte,1,,,,,,
stoneforge masterwork,1,,,,,,
stonefury,,TRUE,Battle for Zendikar,$1.14 ,$0.14 ,$0.01 ,7/7/2017 10:26
stonehorn chanter,,TRUE,,,,,
stoneshock giant,3,,,,,,
stonewise fortifier,,TRUE,,,,,
stormbound geist,2,,,,,,
stormcaller of keranos,3,,,,,,
stormchaser chimera,3,,,,,,
stormcrag elemental,,TRUE,,,,,
stormrider rig,1,,,,,,
stormrider spirit,,TRUE,,,,,
stormscape familiar,1,,,,,,
stormsurge kraken,1,,,,,,
stormtide leviathan,2,,,,,,
stormwing dragon,3,,,,,,
strangleroot geist,1,,,,,,
strangling soot,,TRUE,,,,,
strategic planning,1,,,,,,
stratus dancer,1,,,,,,
stratus walk,,TRUE,,,,,
stream of life,2,,,,,,
street spasm,1,,,,,,
street sweeper,,TRUE,,,,,
streetbreaker wurm,,TRUE,,,,,
strength of arms,3,,,,,,
strength of arms,,TRUE,,,,,
strength of night,,TRUE,,,,,
strength of the fallen,4,,,,,,
striking sliver,1,,,,,,
stroke of genius,0,,,,,,
stromkirk captain,2,,,,,,
stromkirk mentor,,TRUE,,,,,
strongarm monk,1,,,,,,
stronghold discipline,,TRUE,,,,,
stronghold machinist,1,,,,,,
structural distortion,3,,,,,,
stubborn denial,1,,,,,,
student of ojutai,4,,,,,,
stun,1,,,,,,
stymied hopes,4,,,,,,
submerged boneyard,1,,,,,,
subterranean scout,,TRUE,,,,,
sudden disappearance,1,,,,,,
sudden disappearance (f),1,,,,,,
sudden storm,0,,,,,,
sudden storm,,TRUE,,,,,
sulfuric vortex,1,,,,,,
sulfurous springs,1,,,,,,
sultai banner,2,,,,,,
sultai charm,1,,,,,,
sultai emissary,,TRUE,,,,,
sultai flayer,3,,,,,,
sultai runemark,,TRUE,,,,,
sultai scavenger,3,,,,,,
sultai skullkeeper,,TRUE,,,,,
sultai soothsayer,2,,,,,,
summary dismissal,1,,,,,,
summer bloom,2,,,,,,
summit prowler,,TRUE,,,,,
summoner's bane,0,,,,,,
summoning trap,1,,,,,,
sun droplet,1,,,,,,
sunblade elf,,TRUE,,,,,
sunbond,4,,,,,,
sundering vitae,1,,,,,,
sungrace pegasus,,TRUE,,,,,
sunhome enforcer,2,,,,,,
sunhome guildmage,1,,,,,,
sunken city,1,,,,,,
sunken hollow,,,Battle for Zendikar,$9.99 ,$2.39 ,$0.75 ,7/7/2017 10:26
sunken hope,1,,,,,,
sunlance,2,,,,,,
sunscape familiar,1,,,,,,
sunscorch regent,1,,,,,,
sunscorched desert,1,,,,,,
sunspear shikari,1,,,,,,
sunspire gatekeepers,4,,,,,,
sunspire griffin,,TRUE,,,,,
suntail hawk,,TRUE,,,,,
suppression bonds,1,,,,,,
sure strike,3,,Battle for Zendikar,$1.14 ,$0.14 ,$0.01 ,7/7/2017 10:26
surge of righteousness,,TRUE,,,,,
"surrak, the hunt caller",2,,,,,,
surrakar banisher,,TRUE,,,,,
survey the wreckage,2,,,,,,
surveyor's scope,3,,,,,,
survive the night,,TRUE,,,,,
suspension field,1,,,,,,
suspension field (f),1,,,,,,
suture priest,1,,,,,,
swamp (260 full art),,,Battle for Zendikar,$2.00 ,$0.25 ,$0.07 ,7/7/2017 10:26
swamp (260),,,Battle for Zendikar,$1.99 ,$0.17 ,$0.05 ,7/7/2017 10:26
swamp (261 full art),,,Battle for Zendikar,$2.00 ,$0.27 ,$0.10 ,7/7/2017 10:26
swamp (261),,,Battle for Zendikar,$1.99 ,$0.25 ,$0.15 ,7/7/2017 10:26
swamp (262 full art),,,Battle for Zendikar,$2.00 ,$0.27 ,$0.19 ,7/7/2017 10:26
swamp (262),,,Battle for Zendikar,$1.99 ,$0.22 ,$0.07 ,7/7/2017 10:26
swamp (263 full art),,,Battle for Zendikar,$2.00 ,$0.27 ,$0.10 ,7/7/2017 10:26
swamp (263),,,Battle for Zendikar,$1.99 ,$0.19 ,$0.10 ,7/7/2017 10:26
swamp (264 full art),,,Battle for Zendikar,$2.00 ,$0.25 ,$0.10 ,7/7/2017 10:26
swamp (264),,,Battle for Zendikar,$1.99 ,$0.15 ,$0.06 ,7/7/2017 10:26
swan song,1,,,,,,
swans of bryn argoll,1,,,,,,
swarm of bloodflies,2,,,,,,
swarm surge,,TRUE,Battle for Zendikar,$1.14 ,$0.14 ,$0.01 ,7/7/2017 10:26
swarmborn giant,,TRUE,,,,,
swat,,TRUE,,,,,
sweep away,2,,,,,,
swell of courage,,TRUE,,,,,
swell of growth,4,,Battle for Zendikar,$1.14 ,$0.15 ,$0.03 ,7/7/2017 10:26
swelter,,TRUE,,,,,
swift justice,,TRUE,,,,,
swift kick,,TRUE,,,,,
swift reckoning,2,,,,,,
swift warkite,3,,,,,,
swiftfoot boots,4,,,,,,
swiftwater cliffs,9,,,,,,
swirling sandstorm,,TRUE,,,,,
switcheroo,3,,,,,,
swooping talon,,TRUE,,,,,
sword of the animist,2,,,,,,
swords to plowshares,1,,,,,,
swordwise centaur,,TRUE,,,,,
sylvan messenger,3,,,,,,
sylvan offering,1,,,,,,
sylvan primordial,2,,,,,,
sylvan ranger,1,,,,,,
sylvan safekeeper,1,,,,,,
sylvan scrying,3,,Battle for Zendikar,$3.59 ,$0.29 ,$0.05 ,7/7/2017 10:26
symbiosis,,TRUE,,,,,
syndic of tithes,2,,,,,,
syndicate enforcer,1,,,,,,
syphon sliver,1,,,,,,
tablet of the guilds,1,,,,,,
tag-nar swordsmith,1,,,,,,
taigam's scheming,4,,,,,,
taigam's strike,,TRUE,,,,,
tail slash,4,,,,,,
tainted field,1,,,,,,
tainted isle,1,,,,,,
tainted wood,1,,,,,,
"tajic, blade of the legion",2,,,,,,
tajuru beastmaster,,TRUE,Battle for Zendikar,$1.14 ,$0.14 ,$0.01 ,7/7/2017 10:26
tajuru pathwarden,,TRUE,,,,,
tajuru stalwart,,TRUE,Battle for Zendikar,$1.14 ,$0.14 ,$0.01 ,7/7/2017 10:26
tajuru warcaller,2,,Battle for Zendikar,$1.18 ,$0.20 ,$0.01 ,7/7/2017 10:26
take into custody,1,,,,,,
take up arms,4,,,,,,
talas scout,,TRUE,,,,,
talent of the telepath,1,,,,,,
talon of pain,1,,,,,,
talons of falkenrath,,TRUE,,,,,
talrand's invocation,1,,,,,,
tamiyo's  journal,1,,,,,,
tandem lookout,1,,,,,,
tandem tactics,,TRUE,Battle for Zendikar,$1.14 ,$0.14 ,$0.01 ,7/7/2017 10:26
tapestry of the ages,2,,,,,,
tar snare,,TRUE,,,,,
targic slip,2,,,,,,
tarpan,,TRUE,,,,,
tasigur's cruelty,3,,,,,,
"tasigur, the golden fang",1,,,,,,
task force,,TRUE,,,,,
tattermunge witch,,TRUE,,,,,
tears of rage,1,,,,,,
tears of valakut,2,,,,,,
tectonic edge,2,,,,,,
teferi's puzzle box,2,,,,,,
"teferi, temporal archmage",1,,,,,,
tel-jilad outrider,,TRUE,,,,,
telepathy,1,,,,,,
telling time,0,,,,,,
temple bell,0,,,,,,
temple garden,1,,,,,,
temple of abandon,3,,,,,,
temple of deceit,1,,,,,,
temple of epiphany,1,,,,,,
temple of malady,3,,,,,,
temple of mystery,1,,,,,,
temple of plenty,1,,,,,,
temple of silence,1,,,,,,
temple of the false god,6,,,,,,
temple of triumph,1,,,,,,
temporal cascade,1,,,,,,
temporal fissure,3,,,,,,
temporal trespass,1,,,,,,
tempt with discovery,1,,,,,,
tempt with immortality,1,,,,,,
tempt with reflections,1,,,,,,
temur ascendancy,2,,,,,,
temur banner,4,,,,,,
temur battle rage,3,,,,,,
temur charger,,TRUE,,,,,
temur charm,2,,,,,,
temur runemark,4,,,,,,
temur sabertooth,2,,,,,,
temur war shaman,1,,,,,,
tenacious dead,2,,,,,,
tenacity,,TRUE,,,,,
tenement crasher,,TRUE,,,,,
terastodon,2,,,,,,
terminate,1,,,,,,
teroh's faithful,,TRUE,,,,,
terra ravager,2,,,,,,
terra stomper,2,,,,,,
terrain generator,0,,,,,,
terramorphic expanse,0,,,,,,
terrifying presence,1,,,,,,
territorial baloth,2,,Battle for Zendikar,$1.14 ,$0.14 ,$0.01 ,7/7/2017 10:26
territorial roc,,TRUE,,,,,
terror,1,,,,,,
terror of the fairgrounds,,TRUE,,,,,
terrus wurm,,TRUE,,,,,
tethmos high priest,,TRUE,,,,,
tetravus,,TRUE,,,,,
tetravus,0,,,,,,
"teysa, envoy of ghosts",1,,,,,,
tezzeret the seeker,1,,,,,,
"thada adel, acquisitor",0,,,,,,
"thalia, guardian of thraben",1,,,,,,
thassa's bounty,4,,,,,,
thassa's devourer,3,,,,,,
thassa's emissary,2,,,,,,
thassa's ire,2,,,,,,
thassa's rebuff,3,,,,,,
"thassa, god of the sea",0,,,,,,
thatcher revolt,4,,,,,,
the brute,,TRUE,,,,,
the gitrog monster,1,,,,,,
the gitrog monster (f),1,,,,,,
the great aurora,2,,,,,,
the wretched,,TRUE,,,,,
thespian stage,2,,,,,,
thicket basilisk,,TRUE,,,,,
thief of hope,1,,,,,,
think twice,,,,,,,
thopter assembly,2,,,,,,
thopter engineer,1,,,,,,
thopter foundry,1,,,,,,
thopter spy network,2,,,,,,
thorn elemental,1,,,,,,
thornbow archer,,TRUE,,,,,
thornhide wolves,,TRUE,,,,,
thornscape familiar,4,,,,,,
thornweald archer,1,,,,,,
thornwood falls,10,,,,,,
thought harvester,2,,,,,,
thought nibbler,,TRUE,,,,,
thought reflection,1,,,,,,
thought scour,3,,,,,,
thought vessel,2,,,,,,
thoughtflare,1,,,,,,
thoughtrender lamia,3,,,,,,
thousand-year elixir,1,,,,,,
thousand winds,1,,,,,,
thraben doomsayer,1,,,,,,
thraben gargoyle,,TRUE,,,,,
thraben heretic,3,,,,,,
thraben inspector,0,,,,,,
thraben purebloods,,TRUE,,,,,
thraben sentry,,TRUE,,,,,
thraben valiant,,TRUE,,,,,
thragtusk,1,,,,,,
thrashing mossdog,,TRUE,,,,,
thraximundar,1,,,,,,
thrill-kill assassin,1,,,,,,
"thriss, nantuko primus",1,,,,,,
thriving grubs,,TRUE,,,,,
thriving rhino,,TRUE,,,,,
thriving turtle,1,,,,,,
thriving turtle,,TRUE,,,,,
throne of bone,,TRUE,,,,,
throttle,,TRUE,,,,,
throwing knife,,TRUE,,,,,
thrull  parasite,3,,,,,,
thunder brute,,TRUE,,,,,
thunder strike,1,,,,,,
thunderbreak regent,1,,,,,,
thunderclap,,TRUE,,,,,
thunderclap wyvern,4,,,,,,
thundering giant,,TRUE,,,,,
thundering tanadon,1,,,,,,
thunderous might,2,,,,,,
thunderscape apprentice,,TRUE,,,,,
thunderscape familiar,1,,,,,,
thundersong trumpeter,2,,,,,,
"tibalt, the fiend-blooded",1,,,,,,
tidal surge,,TRUE,,,,,
tide drifter,4,,Battle for Zendikar,$1.19 ,$0.20 ,$0.05 ,7/7/2017 10:26
tidebinder mage,3,,,,,,
tidehollow sculler,1,,,,,,
tidehollow stix,1,,,,,,
tiger claws,,TRUE,,,,,
tightening coils,,TRUE,Battle for Zendikar,$1.14 ,$0.14 ,$0.01 ,7/7/2017 10:26
tilling treefolk,2,,,,,,
timberland guide,,TRUE,,,,,
timberland ruins,1,,,,,,
timberpack wolf,5,,,,,,
timberwatch elf,2,,,,,,
time ebb,3,,,,,,
time of need,1,,,,,,
time reversal,0,,,,,,
time stop,2,,,,,,
time to feed,4,,,,,,
time to reflect,,TRUE,,,,,
timely hordemate,,TRUE,,,,,
tireless missionaries,,TRUE,,,,,
tireless missionaries,,TRUE,,,,,
titan's presence,1,,Battle for Zendikar,$1.23 ,$0.25 ,$0.01 ,7/7/2017 10:26
titan's strength,4,,,,,,
titan of eternal fire,2,,,,,,
titania's chosen,1,,,,,,
titanic growth,9,,,,,,
tithe drinker,2,,,,,,
toil // trouble,4,,,,,,
tomb of the spirit dragon,3,,,,,,
tome scour,5,,,,,,
"tomorrow, azami's familiar",1,,,,,,
tooth collector,,TRUE,,,,,
topan freeblade,,TRUE,,,,,
topplegeist,,TRUE,,,,,
torch fiend,7,,,,,,
torch gauntlet,,TRUE,,,,,
tormented hero,4,,,,,,
tormented thoughts,4,,,,,,
tormenting voice,6,,,,,,
tormentor's trident,,TRUE,,,,,
tormod's crypt,4,,,,,,
tornado elemental,1,,,,,,
torrent of fire,,TRUE,,,,,
torrent of souls,1,,,,,,
totally lost,,TRUE,,,,,
totally lost (f),1,,,,,,
totem-guide hartebeest,2,,,,,,
touch of moonglove,,TRUE,,,,,
touch of the void,1,,Battle for Zendikar,$1.14 ,$0.14 ,$0.01 ,7/7/2017 10:26
tower defense,1,,,,,,
tower drake,,TRUE,,,,,
tower gargoyle,1,,,,,,
tower geist,4,,,,,,
tower of fortunes,0,,,,,,
towering indrik,,TRUE,,,,,
towering thunderfist,,TRUE,,,,,
town gossipmonger,,TRUE,,,,,
tracker's instincts,1,,,,,,
trade secrets,0,,,,,,
trading post,2,,,,,,
tragic poet,1,,,,,,
trail of evidence,0,,,,,,
trail of mystery,1,,,,,,
trained caracal,,TRUE,,,,,
trained condor,,TRUE,,,,,
trained orgg,,TRUE,,,,,
training grounds,1,,,,,,
trait doctoring,1,,,,,,
traitorous instinct,4,,,,,,
tranquil cove,7,,,,,,
tranquil expanse,2,,,,,,
tranquil thicket,4,,,,,,
tranquility,1,,,,,,
transgress the mind,1,,Battle for Zendikar,$3.32 ,$1.22 ,$0.50 ,7/7/2017 10:26
transguild promenade,5,,,,,,
transluminant,,TRUE,,,,,
trap digger,,TRUE,,,,,
trap essence,1,,,,,,
trap runner,,TRUE,,,,,
traumatize,2,,,,,,
travel preparations,1,,,,,,
traveler's amulet,4,,,,,,
traveling philosopher,,TRUE,,,,,
treacherous pit-dweller,1,,,,,,
tread upon,,TRUE,,,,,
treasure cruise,1,,,,,,
treasure find,1,,,,,,
treasure hunt,2,,,,,,
treasure mage,1,,,,,,
treasury thrull (f),1,,,,,,
treetop scout,2,,,,,,
tremor,,TRUE,,,,,
trenching steed,,TRUE,,,,,
trestle troll,4,,,,,,
treva's ruins,1,,,,,,
tribal flames,1,,,,,,
tribal forcemage,1,,,,,,
tribute to hunger,2,,,,,,
trickery charm,2,,,,,,
tricks of the trade,2,,,,,,
triclopean sight,1,,,,,,
trinket mage,2,,,,,,
triplicate spirits,5,,,,,,
triskaidekaphobia,1,,,,,,
triton fortune hunter,3,,,,,,
triton fortune hunter (f),1,,,,,,
triton shorestalker,,TRUE,,,,,
triton shorethief,,TRUE,,,,,
triumph of the hordes,1,,,,,,
trollhide,3,,,,,,
tromokratis,1,,,,,,
tromokratis (pf),1,,,,,,
trostani's judgment,4,,,,,,
trostani's summoner,4,,,,,,
trostani's summoner (f),1,,,,,,
true-faith censer,,TRUE,,,,,
true believer,1,,,,,,
truefire paladin,1,,,,,,
trueheart twins,,TRUE,,,,,
trumpet blast,4,,,,,,
trusted forcemage,,TRUE,,,,,
trusty companion,,TRUE,,,,,
trygon predator,1,,,,,,
